x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,hand_side,finger_count,command
0.5310044884681702,0.852952241897583,2.856866103684297e-07,0.4905827343463897,0.8094035983085632,-0.0186714828014373,0.4539776444435119,0.7483312487602234,-0.0297199934720993,0.4237372279167175,0.6997511982917786,-0.0396609678864479,0.3975835740566253,0.66734379529953,-0.0496375039219856,0.4954842329025268,0.6314798593521118,-0.0153359714895486,0.482183426618576,0.5450171232223511,-0.0293505433946847,0.4740155935287475,0.4922831952571869,-0.0418486334383487,0.4682803452014923,0.4447619616985321,-0.0517511516809463,0.5246849060058594,0.6237719655036926,-0.0182838439941406,0.5222921371459961,0.5290023684501648,-0.0304518155753612,0.5201520919799805,0.4679392576217651,-0.0420250780880451,0.5179725289344788,0.4146729111671448,-0.0511478409171104,0.5517969131469727,0.6380329132080078,-0.0242291688919067,0.5589888691902161,0.5512022376060486,-0.0386283658444881,0.5617638826370239,0.4957855939865112,-0.0490218289196491,0.5622653961181641,0.445065826177597,-0.0566275306046009,0.5768423080444336,0.6681393980979919,-0.031908243894577,0.5957642793655396,0.6090691685676575,-0.0451189987361431,0.6066185235977173,0.5682139992713928,-0.0513171553611755,0.6148945093154907,0.527427077293396,-0.0558309815824031,Right,5,F
0.8272483944892883,0.4525899589061737,2.2965008383835086e-07,0.8053270578384399,0.4079308211803436,-0.0164337046444416,0.790870189666748,0.3566436171531677,-0.0214768406003713,0.7816442251205444,0.3094259202480316,-0.0248821154236793,0.77322918176651,0.2740186750888824,-0.0272202435880899,0.8246076703071594,0.2991425991058349,-0.0017782906070351,0.8245425820350647,0.238947331905365,-0.0072408132255077,0.8255832195281982,0.2026829868555069,-0.0137472674250602,0.828122079372406,0.1711346805095672,-0.0188109427690505,0.8450673818588257,0.3039951622486114,0.0010785479098558,0.8504687547683716,0.2437247633934021,-0.0011179475113749,0.8544498085975647,0.205986276268959,-0.0052317748777568,0.8573206663131714,0.1759538203477859,-0.0086338846012949,0.8621224761009216,0.321781724691391,0.0007865113439038,0.8722455501556396,0.2697788774967193,-0.0036398011725395,0.8776540160179138,0.2353779375553131,-0.0073506473563611,0.8817570805549622,0.2049177438020706,-0.0100551079958677,0.8773455619812012,0.348490446805954,-0.001501215272583,0.8941830992698669,0.3176707625389099,-0.0063754916191101,0.9038292765617372,0.2963002324104309,-0.008592914789915,0.913417637348175,0.2747195363044739,-0.0099214976653456,Right,5,F
0.1474172174930572,0.5286041498184204,2.633311169120134e-07,0.096861645579338,0.4918640851974487,-0.0164892971515655,0.0591234229505062,0.4196332991123199,-0.0232097823172807,0.030705489218235,0.358147531747818,-0.0291372146457433,0.0050689056515693,0.3204582929611206,-0.0347266010940074,0.0986746847629547,0.2980553805828094,-0.005691077094525,0.0835101604461669,0.214958980679512,-0.0151248825713992,0.0731307864189148,0.1643504202365875,-0.0245669558644294,0.0648835897445678,0.1197007745504379,-0.0325746275484561,0.1291771084070205,0.2875862419605255,-0.0084693320095539,0.1297360211610794,0.1937589347362518,-0.015012914314866,0.1283413767814636,0.1359471082687378,-0.0221681501716375,0.1263789683580398,0.089966207742691,-0.0283150486648082,0.1570081859827041,0.30012246966362,-0.0148396519944071,0.1664958596229553,0.2135696560144424,-0.0250374339520931,0.1682554483413696,0.1592595726251602,-0.0326104871928691,0.1674759984016418,0.1099308133125305,-0.0385292693972587,0.1819070875644683,0.3291198015213012,-0.0230944193899631,0.2001307159662246,0.26664999127388,-0.0338588766753673,0.207985058426857,0.2227092087268829,-0.0389806888997554,0.2129068970680236,0.178301066160202,-0.0428658835589885,Right,5,F
0.1661833524703979,1.08930504322052,4.17843835975873e-07,0.1264166384935379,1.05096697807312,-0.0268208757042884,0.0959716960787773,0.9909304976463318,-0.0470350682735443,0.067453883588314,0.9390680193901062,-0.0648994594812393,0.0384395793080329,0.8924846649169922,-0.0835660174489021,0.1348716765642166,0.8751473426818848,-0.0403055623173713,0.1213622391223907,0.7819747924804688,-0.0650437399744987,0.1111717149615287,0.7230116724967957,-0.082716479897499,0.1028313636779785,0.668887197971344,-0.0955670252442359,0.1663884669542312,0.8755959272384644,-0.0441625341773033,0.1742816716432571,0.7680620551109314,-0.0668076127767562,0.1782277524471283,0.699455201625824,-0.0833122655749321,0.180018812417984,0.6373192667961121,-0.0950729250907898,0.1940907388925552,0.9025343656539916,-0.0506498627364635,0.2088948041200637,0.8049899935722351,-0.0747143849730491,0.2155530452728271,0.7401288151741028,-0.0892561748623848,0.2185553908348083,0.6774846315383911,-0.0990050584077835,0.2185253947973251,0.9472768306732178,-0.0587232001125812,0.2436071932315826,0.8860843181610107,-0.0804760083556175,0.2569327056407928,0.8400889039039612,-0.0899009630084037,0.2657083868980407,0.7923161387443542,-0.0960389450192451,Right,5,F
0.4402406215667724,1.1202054023742676,3.32100682953751e-07,0.4013599157333374,1.066861867904663,-0.0227926056832075,0.3735014498233795,0.975939154624939,-0.0328910984098911,0.3528321087360382,0.8976841568946838,-0.0409824736416339,0.3296113610267639,0.8427612781524658,-0.0486364923417568,0.4270460605621338,0.8541541695594788,-0.0150378188118338,0.4257420897483825,0.7476443648338318,-0.0280642677098512,0.425183355808258,0.6822009682655334,-0.0401255451142787,0.4270614385604858,0.6254158616065979,-0.0497426763176918,0.4606562554836273,0.856830358505249,-0.0163951721042394,0.4714076519012451,0.743273138999939,-0.0259215030819177,0.4773505330085754,0.6722480654716492,-0.0365440286695957,0.4824486374855041,0.6121662855148315,-0.0452171266078949,0.4893293976783752,0.8841531276702881,-0.0212800800800323,0.5067533850669861,0.7825673818588257,-0.0333706215023994,0.5161235928535461,0.7181470394134521,-0.0432656295597553,0.5230299234390259,0.6590659618377686,-0.0512763373553752,0.5140708684921265,0.928795337677002,-0.0285190343856811,0.5416402220726013,0.8700836300849915,-0.0408173985779285,0.5598096251487732,0.8281665444374084,-0.046897068619728,0.5765509605407715,0.7861183881759644,-0.0515132509171962,Right,5,F
0.506575882434845,0.4656455516815185,2.819382700636197e-07,0.4643654525279999,0.4191632270812988,-0.0196254961192607,0.4325345456600189,0.3366126418113708,-0.0271974466741085,0.4120808839797973,0.2664752006530761,-0.0332037061452865,0.3887714743614197,0.2197161018848419,-0.0387851931154727,0.472010463476181,0.2276807278394699,-0.0116193545982241,0.4620064198970794,0.134247824549675,-0.0242396667599678,0.4560759663581848,0.0759937316179275,-0.0356854386627674,0.4521781802177429,0.0247236937284469,-0.0447287149727344,0.5018388032913208,0.2227865755558014,-0.0131485220044851,0.5015525817871094,0.1231637746095657,-0.0226389374583959,0.5010177493095398,0.0602534860372543,-0.0324775241315364,0.4996391534805298,0.00718954205513,-0.0403818637132644,0.5288932919502258,0.2398402988910675,-0.0179966259747743,0.5357298851013184,0.1499850153923034,-0.0297738928347826,0.5385016202926636,0.09186752140522,-0.0382649824023246,0.5389633774757385,0.0395156294107437,-0.0449469424784183,0.5537347793579102,0.2729673981666565,-0.0249713845551013,0.5719825625419617,0.2147160768508911,-0.0361348576843738,0.5832726955413818,0.1730610430240631,-0.0411575622856617,0.5927330255508423,0.1321138590574264,-0.045022539794445,Right,5,F
0.6060206294059753,0.8006492853164673,8.847564458847047e-08,0.565970778465271,0.7372551560401917,0.0247472748160362,0.5524081587791443,0.6752343773841858,0.0300729945302009,0.5416017174720764,0.6295048594474792,0.0269063636660575,0.5290458798408508,0.5845047831535339,0.0200506001710891,0.5800632238388062,0.5983594059944153,0.0134874898940324,0.5791376829147339,0.5215910077095032,0.0046561742201447,0.5732585191726685,0.4734131991863251,-0.0040731588378548,0.5663973093032837,0.4334494471549988,-0.0128833940252661,0.5966342687606812,0.6066704392433167,-0.0145129738375544,0.602403998374939,0.5198937058448792,-0.0290752314031124,0.6011694669723511,0.4611809849739074,-0.0440941713750362,0.5984061360359192,0.4133092761039734,-0.0565795935690403,0.6096289753913879,0.6269505620002747,-0.0419152230024337,0.6183949112892151,0.5485485792160034,-0.0578683316707611,0.618381917476654,0.4930795431137085,-0.0720799937844276,0.6163045763969421,0.4454814791679382,-0.0840425789356231,0.6191893815994263,0.6573538184165955,-0.0673132911324501,0.631527304649353,0.5948508977890015,-0.0843059122562408,0.6338764429092407,0.5502570867538452,-0.095773197710514,0.6351397037506104,0.5107161402702332,-0.105970099568367,Right,5,F
0.6344923973083496,0.8107255697250366,4.3380183001318073e-07,0.6054534912109375,0.7847163081169128,-0.0510843731462955,0.5897471308708191,0.7245389819145203,-0.0654330626130104,0.5808863043785095,0.6721073389053345,-0.069023385643959,0.5680815577507019,0.6242042779922485,-0.0699345543980598,0.6145038604736328,0.6176280379295349,-0.0362855195999145,0.6093828082084656,0.5358288288116455,-0.0446938313543796,0.6071825623512268,0.4828411638736725,-0.0548225603997707,0.6070398092269897,0.4390321969985962,-0.0616735517978668,0.6311166882514954,0.6142476797103882,-0.0121971685439348,0.6285238265991211,0.5233522653579712,-0.0122321909293532,0.626194417476654,0.4638583660125732,-0.0179238747805356,0.6236268877983093,0.4195569157600403,-0.0236310884356498,0.6480749249458313,0.6223958134651184,0.0069169364869594,0.6494354009628296,0.5411551594734192,0.0081885941326618,0.6499891877174377,0.492521733045578,0.0005598718998953,0.6507327556610107,0.4479682147502899,-0.0069546606391668,0.6660441160202026,0.6371033787727356,0.0209294352680444,0.6752594113349915,0.5844398736953735,0.0214468222111463,0.6809231638908386,0.5511355996131897,0.016133178025484,0.6872729659080505,0.5197390913963318,0.0107306130230426,Right,5,F
0.6151567697525024,0.7365241050720215,9.646088727777169e-08,0.5777445435523987,0.7177770733833313,-0.0163107272237539,0.5453605651855469,0.6747906804084778,-0.0267482101917266,0.5210955142974854,0.63996422290802,-0.0360107608139514,0.4985484480857849,0.6088598370552063,-0.0459046363830566,0.5819321870803833,0.6440535187721252,-0.0254053696990013,0.5765267014503479,0.6118816137313843,-0.0395202524960041,0.5704835057258606,0.5914468765258789,-0.0491073280572891,0.5655528903007507,0.5678824186325073,-0.0566500984132289,0.6088701486587524,0.643226146697998,-0.0275976750999689,0.6135307550430298,0.6005105972290039,-0.0398807935416698,0.6159803867340088,0.5718713998794556,-0.0478435866534709,0.6194579005241394,0.5395057797431946,-0.055733073502779,0.6323145031929016,0.6541808247566223,-0.031328584998846,0.6421065926551819,0.6120060086250305,-0.0484665855765342,0.6488180756568909,0.5858057141304016,-0.0554721094667911,0.6541742086410522,0.5552151799201965,-0.0608976110816001,0.6512912511825562,0.6751130819320679,-0.0359018705785274,0.670945942401886,0.6472241878509521,-0.0523855537176132,0.6846035718917847,0.6316660642623901,-0.0579299367964267,0.6954132318496704,0.6116271615028381,-0.0623037703335285,Right,5,F
0.6393101811408997,0.6604373455047607,4.191190612345963e-07,0.5889397263526917,0.6128371953964233,-0.005955820903182,0.5585116147994995,0.5626760125160217,0.0025064633227884,0.5395755171775818,0.5276145339012146,0.0088687902316451,0.520392894744873,0.4893513917922973,0.0175575874745845,0.580143392086029,0.524642288684845,0.0532612614333629,0.5635110139846802,0.4757110774517059,0.0736704841256141,0.5519475340843201,0.444178432226181,0.087349496781826,0.5462296009063721,0.4241822361946106,0.0985936895012855,0.6035359501838684,0.5222975611686707,0.0609399601817131,0.5892406702041626,0.4746536612510681,0.09462770819664,0.5814111828804016,0.4455655515193939,0.1154768466949462,0.5766761898994446,0.4286834895610809,0.1323616951704025,0.6282052993774414,0.5260127782821655,0.0626260563731193,0.6185702681541443,0.4835443794727325,0.0913665890693664,0.6139103174209595,0.4526666402816772,0.1072795912623405,0.6101225018501282,0.4310377240180969,0.1185476705431938,0.6528574228286743,0.5332577228546143,0.0610037893056869,0.6561728715896606,0.4974457025527954,0.0822527408599853,0.6563197374343872,0.4784523248672485,0.0938247293233871,0.6570166945457458,0.4633521437644958,0.1039673835039138,Left,4,S
